version,runtime_mean_s,runtime_std_s,runtime_min_s,runtime_max_s,sse_mean,sse_std,iterations_mean,iterations_std
Lab03 (student),0.939706329999899,0.3488916040834047,0.2420397000023513,1.5799848999995447,527044070057.02545,7787112704.973926,27.1,10.172139096232584
Lab04 (AI-assisted),0.02741522333320366,0.015472189458549538,0.006443800000852207,0.06793399999878602,430660955061.8959,99230482088.30287,14.766666666666667,8.985364856765438
